Source	Locus 1	Loucs 2	Locus 3	Full Gloss	Translation	IMMEDIATE CONTEXT	IMMEDIATE CONTEXT TRANSLATION	MORPH	MORPH TRANS	MORPH ANALYSIS	MORPH CONTEXT	LEMMA OF MAIN VERB	CLAUSAL SUBJECT	SUBJECT ANALYSIS	GOV CONTEXT	GOV CONTEXT TYPE	GOV CONTEXT LEMMA	GOV CONTEXT SBJ	GOV CONTEXT SBJ ANALYSIS	SBJ~MORPH COREFERENCE	SBJ~OTHER	MORPH REFLEXIVE	Note
Ml.	074b01	N/A	S0006-4693	.i. is fursundud 7 is foillsigud dund eregim 7 dund imniud coinedar duaid insalmso 7 is dund salm fessin isainm lessom titulus fursundud Aliter tituli inscriptione o inscribund intituil .i. intituil robói huas ciun crist isin chroich .i. immeairic dusuidiu 7 ducéssad crist insalmso 7 rl. 7 ised ande<de>so rogabad dún· isnaib argumentaib archiunn	i.e. this psalm is an illumination and a manifestaion of the complaint and of the trouble that David laments, and it is to the psalm itself that he <=the commentator> considers the titulus ‘illumination’ to be the name.  Aliter: tituli inscriptione, by the inscription of the title, i.e. of the title that was over Christ on the Cross, i.e. this psalm is suitable to it and to the Passion of Christ etc., and it is these two things that have been recited to us in the arguments that follow.	7 is dund salm fessin	and it is to the psalm itself	dund salm fessin	to the psalm itself	sg.Noun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	7 is dund salm fessin isainm lessom titulus fursundud	CLEFT	is	titulus fursundud	sg.NP	SBJ-CLEFT≠PP-COMP	N/A	NO	N/A
Ml.	090b11	N/A	S0006-5566	.i. airistorbach du popul flaith firian leu .i. amal as ṁ maith dund flaith fessin dano.,	i.e. for it is profitable for the people to have a righteous prince, i.e. as it is good for the prince himself, moreover.	amal as ṁ maith dund flaith fessin dano	as it is good for the prince himself, moreover	dund flaith fessin	for the prince himself	sg.Noun_INTS	PP-COMP	is	SEE NOTE	SMALL CLAUSE	airistorbach du popul flaith firian leu	ELIDED	is	flaith firian leu	SMALL CLAUSE	SBJ≠PP-COMP	N/A	NO	THE GOVERNING CONTEXT CONTAINS AN ELIDED SMALL CLAUSE SUBJECT EQUIVALENT TO popul firian less “to have a righteous people”.
Ml.	090b15	N/A	S0006-5570	.i. ní hærogab insalmso ɫ. ni as apersain fessin rogab insalmso	i.e. it was not he who sang this psalm; or, it was not in his own person that he sang this psalm.	ni as apersain fessin	it was not in his own person	as apersain fessin	in his own person	3sg.masc.Possessive_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	ni as apersain fessin rogab insalmso	CLEFT	gaibid	-	3sg.Null_Pronoun	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT=POSS	NO	N/A
Ml.	095a05	N/A	S0006-5904	.i. ised asbertis banert fadesin immefolnged choscur doib ni bu dia	i.e. it is this that they used to say: that it was their own strength that wrought victory for them, it was not God.	banert fadesin	that it was their own strength	banert fadesin	their own strength	3pl.Possessive_INTS	NP-CLEFT	is	-	3sg.neut.Null_Pronoun	banert fadesin immefolnged choscur doib	CLEFT	imm-folngai	-	3sg.RELATIVE	SBJ-CLEFT=NP-CLEFT	SBJ-CLEFT=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	105a04	N/A	S0006-6439	.i. huare nadrofeidligset arnathir indib isairi <ní> rufeidligsemmarni indib 7 ara<r?>pecthaigi dano fesin	i.e. because our fathers did not continue in them, it is therefore that we have not continued in them, and <it is> also because of our own sinfulness.	7 ara<r?>pecthaigi dano fesin	and <it is> also because of our own sinfulness.	ara<r>pecthaigi … fesin	because of our own sinfulness	1pl.Possessive_INTS	PP-COMP	is	-	(3sg.neut.Null_Pronoun)	<ní> rufeidligsemmarni indib	CLEFT+ELIDED	feidligidir	ni	1pl.Overt_Pronoun	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT=POSS	NO	THERE IS A POSSIBILITY THAT MORPH IS NOT 1PLPOSSESSIVE BUT 3PL.POSSESSIVE. IF SO, SCLEFT≠POSS, ALTHOUGH UNDER THIS LATTER INTERPRETATION, POSS IS COREFERENTIAL WITH THE FIRST SUBJECT IN THE CLAUSE, I.E. OUR FATHERS.
Ml.	108b08	N/A	S0006-6621	.i. nítat áaíriltin fessin donárbaid in popul dia soirad acht it innatairṅgere durairngert dia do duaid dusoirad in popuil	i.e. it is not its own merits that the people had shown for its deliverance, rather, it is the promises which God had made to David for the deliverance of the people.	nítat áaíriltin fessin	it is not its own merits	áaíriltin fessin	its own merits	3sg.neut.Possessive_INTS	NP-CLEFT	is	-	3pl.Null_Pronoun	nítat áaíriltin fessin donárbaid in popul dia soirad 	CLEFT	do-adbat	in popul	sg.NP	SBJ-CLEFT=NP-CLEFT	SBJ-CLEFT=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	108b17	N/A	S0006-6630	.i. ní huad fessin atairṅgeri	i.e. it is not from oneself that the promise <is>.	ní huad fessin atairṅgeri	the promise is not from oneself	huad fessin	from oneself	3sg.masc.Null_Pronoun_INTS	PP-COMP	is	atairṅgeri	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Ml.	130a08	N/A	S0006-7851	.i. as nach aile dudagni 7 nandat hæ fessin··	i.e. that it is any other that makes them, and that it is not they themselves.	7 nandat hæ fessin	and that it is not they themselves	hæ fessin	they themselves	3pl.Overt_Pronoun_INTS	PRON-CLEFT	is	-	3pl.Null_Pronoun	dudagni	CLEFT+ELIDED	do-gní	-	3sg.RELATIVE	SBJ-CLEFT=PRON-CLEFT	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	131c03	N/A	S0006-7941	.i. ahæ .i. interiacht ebraide· ɫ. dicunt alii· bed nainm do dorus sainredach in hierusalem olsodain immurgu nadchoimtig linnai ɫ. is nomen du<n>chathraig fissin· sudet qui leget	i.e. ahæ, i.e. a Hebrew interjection: or others say that it may be the name of a particular gate in Jerusalem, which, however, is not likely according to us; or it is a name of the city itself.	ɫ. is nomen du<n>chathraig fissin	or it is a name of the city itself	du<n>chathraig fissin	of the city itself	sg.Noun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Ml.	133c10	N/A	S0006-8054	.i. huadi fadisin flaith 7 brithemnacht·	i.e. from it itself <is> sovereignty and jurisdiction.	huadi fadisin flaith 7 brithemnacht	from it itself <is> sovereignty and jurisdiction	huadi fadisin	from it itself	3sg.fem.Null_Pronoun_INTS	PP-COMP	is	flaith 7 brithemnacht	sg.Noun+sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Sg.	161b09	161b36 s	S0007-2648	.i. ni arddu feisin/ quam achocéle	i.e. he himself is not higher than his comrade	ni arddu feisin/ quam achocéle	he himself is not higher than his comrade	ni arddu feisin	he himself is not higher	3sg.masc.Null_Pronoun_INTS	PRON-SBJ	is	- feisin	3sg.masc.Null_Pronoun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Sg.	188a26	188a31 tt	S0007-2848	.i. tresin naimsir feissin .i. amal bid ind aimsir feisin	i.e. through the time itself, i.e. as if it were the time itself	amal bid ind aimsir feisin	as if it were the time itself	ind aimsir feisin	the time itself	sg.Noun_INTS	NP-PRED	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠NP-PRED	N/A	NO	N/A
Sg.	199a02	199a39 f	S0007-3026	.i. aggním féisne imme/·ḟolṅgai/ cesad fuiri	i.e. <it is> its own action which causes passion on it	aggním féisne	<it is> its own action	aggním féisne	its own action	3sg.neut.Possessive_INTS	NP-CLEFT	is	-	(3sg.neut.Null_Pronoun)	aggním féisne imme/·ḟolṅgai/ cesad fuiri	CLEFT	imm-folngai	-	3sg.RELATIVE	SBJ-CLEFT=NP-CLEFT	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Sg.	209b18	209b20 ff	S0007-3279	.i. a ancride feisin imme·ḟolṅgai cesad do	i.e. <it is> his own wrong which causes suffering to him	a ancride feisin	<it is> his own wrong	a ancride feisin	his own wrong	3sg.masc.Possessive_INTS	NP-CLEFT	is	-	(3sg.neut.Null_Pronoun)	a ancride feisin imme·ḟolṅgai cesad do	CLEFT	imm-folngai	-	3sg.RELATIVE	SBJ-CLEFT=NP-CLEFT	SBJ-CLEFT=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Sg.	209b30	209b26 ww	S0007-3290	AD perfectionem sensus .i./ .i. dolínad intṡliu/chta verbi air cia/sberasu potior/ ní lán chiall and/ confeiser cia dia/ cumacht(acht)a/igther .i. induit/ fein fadonach/ ailiu .i. is inder/b coich inmug/ conáerbara/ mei .i. doadba/dar hisuidiu/ as leim féin..	i.e. to fill up the sense of the verb; for if you say potior, the meaning here is incomplete until you know for whom you are powerful, whether for yourself or for some other. It is uncertain whose is the slave until you say mei: i.e. in this it is shown that he is mine own	induit/ fein fadonach/ ailiu	whether <it is> for yourself or for some other	duit/ fein	for yourself	2sg.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	dia/ cumacht(acht)a/igther	CLEFT+ELIDED	cumachtaigir	-	2sg.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Sg.	209b30	209b26 ww	S0007-3290	AD perfectionem sensus .i./ .i. dolínad intṡliu/chta verbi air cia/sberasu potior/ ní lán chiall and/ confeiser cia dia/ cumacht(acht)a/igther .i. induit/ fein fadonach/ ailiu .i. is inder/b coich inmug/ conáerbara/ mei .i. doadba/dar hisuidiu/ as leim féin..	i.e. to fill up the sense of the verb; for if you say potior, the meaning here is incomplete until you know for whom you are powerful, whether for yourself or for some other. It is uncertain whose is the slave until you say mei: i.e. in this it is shown that he is mine own	as leim féin	that he is mine own	leim féin	mine own	1sg.Null_Pronoun_INTS	PP-COMP	is	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
PS	POMIC	ps.097	N/A	atá ní forsataet a ndliged sa, ocus ní dianechtair, acht isint saltair i mmedón, .i. in titul asbeir “defecerunt laudes david, incipit psalmus asaph”	There is something which supports this point, and not from without, but in the Psalter itself, to wit, the title which says: “defecerunt laudes...”	acht isint saltair i mmedón	There is something which supports this point, and not from without, but <it is> in the Psalter itself	isint saltair i mmedón	in the Psalter itself	sg.Noun_INTS	PP-COMP	is	-	(3sg.neut.Null_Pronoun)	forsataet a ndliged sa	CLEFT+ELIDED	téit	a ndliged sa	sg.NP	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT=POSS	NO	N/A
Cam	POMIC	cam.022	N/A	is samlith is comadas duun chanisin fongera cach n-ernail <leg. oin?> oire nundem mebur uili du dea nach cessath ocus na galar bess faire chomnessam	Thus it is fitting for ourselves too that any suffering and any ailment that is on his neighbors should inflame every part, since we all are members of God.	is comadas duun chanisin	Thus it is fitting for ourselves too	duun chanisin	for ourselves too	1pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
MT	POMIC	mt.104	S0070-105	“ cumme ” ol sesim “ 7 sen-gobi con a indeuin for a muin . ”	<Myself> and an old smith, with his anvil on his shoulder are the same," said he.	cumme ... 7 sen-gobi con a indeuin for a muin	<Myself> and an old smith, with his anvil on his shoulder are the same	cumme –	Myself … same	N/A	N/A	is	N/A 7 sen-gobi	N/A+sg.NOUN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	NO REFLEXIVE IN IRISH
MT	POMIC	mt.018	S0070-19	is se arán do-beirti do som fadesin cid in a insi fadessin amáin arán ruis cree .	The bread that used to be brought to himself only, even into his own island, was the "bread of Ross Cré.	cid in a insi fadessin	<it is> even into his own island	cid in a insi fadessin	even into his own island	3sg.masc.Possessive_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	do-beirti do som fadesin … amáin	CLEFT+ELIDED	do-beir	-	3sg.RELATIVE	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT≠POSS	NO	N/A
MT	POMIC	mt.245	S0070-246	gille dano nó timtirid ní ecen aithrigi di suidiu ar nacho arda eislis acht troscud deit fadéin tantum .	Now, as for a servant or attendant, penitence is not necessary on his account, lest you insrease his carelessness, but only fasting for yourself.	acht troscud deit fadéin tantum 	but <it is> only fasting for yourself	deit fadéin	for yourself	2sg.Null_Pronoun_INTS	PP-COMP	is	-	(3sg.neut.Null_Pronoun)	ní ecen aithrigi di suidiu	CLEFT+ELIDED	is	aithrigi	sg.NP	SBJ-CLEFT≠PP-COMP	N/A	NO	N/A
MT	POMIC	mt.494	S0070-495	ar ni luga cumung n aernaigthi do som cit lir quam si sibi soli assignetus amail nach moa soillsi na grene don oen-fer for leith indas don sochaidhe	For, there is no less efficacy in his prayer if there be many present than if it be appropriated to himself alone just as the light of the sun is no greater for one man only than for a number.	quam si sibi soli	than if it be appropriated to himself alone	sibi soli	to himself alone	3sg.masc.Overt_Pronoun_INTS	PRON-CLEFT	is	-	(3sg.neut.Null_Pronoun)	quam si sibi soli assignetus	CLEFT	assigno	-	3sg.Null_Pronoun	SBJ-CLEFT=PRON-CLEFT	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
TurMark	Thes.i.486.33	N/A	S0050-26	.i. robu foirbthe side fadesin	That is, he himself was perfect.	robu foirbthe side fadesin	he himself was perfect	robu foirbthe side fadesin	he himself	3sg.masc.Overt_Pronoun_INTS	PRON-SBJ	is	side fadesin	3sg.masc.Overt_Pronoun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
TurMark	Thes.i.489.79	N/A	S0050-55	.i. is forrae fadisin doroacht	That is, it is on itself <vengeance> has been taken.	is forrae fadisin	it is on itself	forrae fadisin	on itself	3sg.fem.Null_Pronoun_INTS	PP-COMP	is	-	3sg.fem.Null_Pronoun	s forrae fadisin doroacht	CLEFT	do-fich	-	3sg.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
TurMark	Thes.i.493.123	N/A	S0050-95	.i. in bro(na)snae dombert side dia edbairt fesin ishé crist coc<runn><a><chr>uche foir fesin	That is, the firewood that he brought to offer himself, this is Christ with the shaft of his cross on himself.	ishé crist coc<runn><a><chr>uche foir fesin	this is Christ with the shaft of his cross on himself	foir fesin	on himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	is	Christ	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Wb.	017d22	N/A	N/A	.i. nomisligur ɫ. doimdibnim né insipiens sum quia quae uidi non in totum nume<ra>ui ne auditores mé honorent 	i.e. I abase myself, or I abridge <my story>.	nomisligur	I abase myself	nomisligur	I abase myself	1sg.Infixed_Pronoun	PRON-OBJ	ísligidir	-	1sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Sg.	199b06	199b08 p	S0007-3035	.i. ní·labrath<a>r/ difeisne amal so/dain.	i.e. it speaks not of itself in that case	ní·labrath<a>r/ difeisne amal so/dain	it speaks not of itself in that case	difeisne	of itself	3sg.fem.Null_Pronoun	PP-COMP	labraithir	-	3sg.fem.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Wb.	005b03	N/A	N/A	.i. interioris hominisc .i. roléiced anintliucht foaréir fadésne et nifarmaidd rosnuicc	i.e. their reason has been left under their own control, and it has not brought them to good.	roléiced anintliucht foaréir fadésne	their reason has been left under their own control	foaréir fadésne	under their own conttrol	3pl.Possessive_INTS	PP-COMP	léicid	anintliucht	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	SBJ≠POSS	NO	POSSESSIVE IN MORPH IS COREFERENTIAL WITH POSSESSIVE IN SUBJECT.
Ml.	019b05	N/A	S0006-410	anundlina	when it fills it<self>.	anundlina	when it fills it<self>	nundlina	it fills it<self>	3sg.neut.Infixed_Pronoun	PRON-OBJ	línaid	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
https://www.dias.ie/wp-content/uploads/2011/03/canto071-080.pdf	N/A	Saltair na Rann (l.5112)	N/A	nirosluaid asindoenairm 	It <=the sun> did not move from the one place.	nirosluaid asindoenairm 	It <=the sun> did not move from the one place.	nirosluaid	it did not move	3sg.fem.Infixed_Pronoun	PRON-OBJ	lúaidid	-	3sg.fem.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Ml.	048a01	N/A	S0006-2802	.i. acht rus madaigset fesin·	i.e. but they frustrated those ones themselves.	acht rus madaigset fesin·	but they frustrated those ones themselves.	rus madaigset fesin	they frustrated those ones themselves	3pl.Null_Pronoun_INTS	PRON-SBJ	madaigid(ir)	- fesin	3pl.Null_Pronoun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Ml.	023b10	N/A	S0006-660	hogoistiu .i. dobert goiste imma bragait fadesin ɔidmarb huare nadndigni abisolón achomairli	by a noose, i.e. he put a noose around his own neck and killed himself, because Absalom did not follow his counsel.	ɔidmarb	and <he> killed himself	ɔidmarb	and <he> killed himself	3sg.masc.Infixed_Pronoun	PRON-OBJ	marbaid	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
O’Rahilly, Cecille 1976	8	Táin Bó Cuailnge	https://celt.ucc.ie/published/G301012.html	cid not medraisiu	why art thou perturbed?	cid not medraisiu	why art thou perturbed?	not medraisiu	art thou perturbed	2sg.Infixed_Pronoun	PRON-OBJ	medraid	siu	2sg.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
O’Rahilly, Cecille 1976	64	Táin Bó Cuailnge	https://celt.ucc.ie/published/G301012.html	Cordas mesc ind Némain forsin t-slóg.	And Némain, the war goddess, attacked the host,	Cordas mesc ind Némain forsin t-slóg.	And Némain, the war goddess, attacked the host,	cordas mesc	attacked	3sg.fem.Infixed_Pronoun	PRON-OBJ	mescaid	ind Nemáin	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
MT	POMIC	mt.404	S0070-405	a mesrugud do neuch tra buddesin la eolus ind fita ar na rob MS:_arnara fochund galir mat ro-becc . na rap altram dualchi mad ro-mór . ní iarum no-t lortnigetar 7 nat furea galir .	Everyone should regulate his pittance for himself, knowing the proper amount, that it cause not sickness, if it be too little, nor nourish vice, if it be too much: as much then as suffices him, and does not induce sickness.	a mesrugud do neuch tra buddesin la eolus ind fita	Everyone should regulate his pittance for himself, knowing the proper amount	a mesrugud	should regulate his pittance <lit. himself>	3sg.masc.Possessive	VBN-OBJ	mesraigidir	do neuch ... buddesin	sg.Noun_INTS/PP	N/A	N/A	N/A	N/A	N/A	SBJ=VBN-OBJ	N/A	YES	N/A
Stern, Ludwig C.	352.25	ZCP 2	https://archive.org/details/zeitschriftfrc02meyeuoft/page/352/mode/2up	muna mhesaindsi me fein . ollamh a erla maoithreidh	If I did not think myself an Ollamh, oh soft and mild lord!	muna mhesaindsi me fein . ollamh a erla maoithreidh	If I did not think myself an Ollamh, oh soft and mild lord!	me fein	myself	1sg.Overt_Pronoun_INTS	PRON-OBJ	messaid	-	1sg.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	MODERN IRISH
Ml.	030d25	N/A	S0006-1255	.i. dudichestar .i. miastair .i. huaidfesin .i. ishe mes dombera fair fesin	i.e. will be led, i.e. will be judged, i.e., by himself, i.e. that is the judgment that he will pass on himself.	miastair .i. huaidfesin	will be judged, i.e., by himself	huaidfesin	by himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	midithir	-	3sg.masc.Null_Pronoun_INTS	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Wb.	002b04	N/A	N/A	.i. connách moidea nech arbed áarilliud nod nícad	i.e. so that no one may pride himself that his merit should save him	connách moidea nech	so that no one may pride himself	connách moidea	so that …. may pride himself	3sg.masc.Infixed_Pronoun	PRON-OBJ	moídid	nech	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	002b12	N/A	N/A	nítta ní indit móide	i.e. there is nothing in which thou mayest boast <i.e. pride> thyself <or: you have nothing in which you may pride yourself>	indit móide	in which thou mayest boast <i.e. pride> thyself	indit móide	you may boast <i.e. pride> yourself	2sg.Infixed_Pronoun	PRON-OBJ	moídid	-	2sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	002d09	N/A	N/A	.i. nonmóidemni	we pride ourselves	nonmóidemni	we pride ourselves	nonmóidemni	we pride ourselves	1pl.Infixed_Pronoun	PRON-OBJ	moídid	ni	1pl.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	005a16	N/A	N/A	dochoscc innanisrahélde asbeir som aní siu arnachamóidet cid doib doarrchet	i.e. to correct the Israelites he says this, that they may not boast though it is unto them it had been prophesied	arnachamóidet	that they may not boast <themselves>	arnachamóidet	that they may not boast <themselves>	3pl.Infixed_Pronoun	PRON-OBJ	moídid	-	3pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	009d18	N/A	N/A	.i. nach moided dano infer infectso hicumactu	i.e. let then the husband not boast himself this time in <his> power	nach moided dano infer infectso hicumactu	let then the husband not boast himself this time in <his> power	nach moided	let … not boast himself	3sg.masc.Infixed_Pronoun	PRON-OBJ	moídid	infer	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	014c18	N/A	N/A	.i. hore nondobmolorsa et nom móidim indib	i.e. because I praise you and boast myself in you.	et nom móidim indib	and <I> boast myself in you	nom móidim	<I> boast myself	1sg.Infixed_Pronoun	PRON-OBJ	moídid	-	1sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	014d37	N/A	N/A	.i. nidan chosmili frisna preceptori atobsegatsi artimchellni nidiamóidem dosom act arna arroímatsom nach naile	i.e. we are not like the preachers who go to you behind our backs. This is not to boast of himself, but lest they should receive any one else.	diamóidem dosom	<for him> to boast of himself	diamóidem	to boast of himself	3sg.masc.Possessive	VBN-OBJ	moídid	dosom	3sg.masc.Overt_Pronoun_INTS/PP	N/A	N/A	N/A	N/A	N/A	SBJ=VBN-OBJ	N/A	YES	N/A
Wb.	017a05	N/A	N/A	.i. hóre nosmóidet iprecept batchosmuli frinni	i.e. since they boast themselves in preaching, let them be like unto us	hóre nosmóidet iprecept	since they boast themselves in preaching	nosmóidet	they boast themselves	3pl.Infixed_Pronoun	PRON-OBJ	moídid	-	3pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	017a12	N/A	N/A	hóre rommoidisom <leg. rammoidisom> cumachte less cosse 	since he has boasted hitherto that he has power	hóre rommoidisom <leg. rammoidisom>	since he has boasted <himself> hitherto	rommoidisom	he has boasted <himself> 	3sg.masc.Infixed_Pronoun	PRON-OBJ	moídid	som	3sg.masc.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	DOUBLE OBJECT.
Wb.	017a13	N/A	N/A	i. asbeir itossug asmug imrádi iterum conderna gnímu moga .i. <in marg.> natomnathar nech nibes mó quam serui et cid intain ronmoitsem ní bo arseirc móidme act ↄrobad torbe dúibsi triit .i. ↄrochretesi et ↄro intsamlithe mobésusa et ↄná ruchrete si doneuch act nech dogned nagnimusin	i.e. he says at first that he is a servant: he considers iterum that he should do a servant’s works, that is, let no one think aught that is more quam serui, and that even when we have boasted it was not for love of boasting, but that ye might have profit thereby, that is, that ye might believe, and imitate my morals, and that ye might not believe in any one save one who did those deeds.	intain ronmoitsem	when we have boasted <ourselves> 	ronmoitsem	we have boasted <ourselves> 	1pl.Infixed_Pronoun	PRON-OBJ	moídid	-	1pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	017b10	N/A	N/A	frinn fanisin cotondelcfam .i. amal doncoisin nínmóidfem inneuch nád denam ut uós facitis ó seodoapostoli	i.e. with ourselves we will compare ourselves, that is, as we are. We will not boast in aught that we do not, ut etc.	nínmóidfem inneuch nád denam	We will not boast <ourselves> in aught that we do not	nínmóidfem	we will not boast <ourselves> 	1pl.Infixed_Pronoun	PRON-OBJ	moídid	-	1pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	023d23	N/A	N/A	.i. tobe asbersom arimp áigthidiude arnifíu moidem and arcidsnissni nínmóidem and ciadodchommar foi innaaimsir téchti sed in christo iesu	i.e. concision he says, that it may be the more dreaded; for unworthy is boasting therein; for even we boast not therein, although we have undergone it at its legal time, sed etc.	nínmóidem and	we do not boast ourselves in it	nínmóidem	we do not boast ourselves 	1pl.Infixed_Pronoun	PRON-OBJ	moídid	-	1pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	023d29	N/A	N/A	.i. massu issóiri et imdibu móiti nech	i.e. if any one prides himself in nobility and circumcision	móiti nech	any one prides himself	móiti	prides himself	3sg.masc.Suffixed_Pronoun	PRON-OBJ	moídid	nech	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	024a30	N/A	N/A	bidrucce et mebul doib aní indammóidet	i.e. that in which they boast will be a shame and disgrace to them.	indammóidet	in which they boast <themselves>	indammóidet	in which they boast <themselves>	3pl.Infixed_Pronoun	PRON-OBJ	moídid	-	3pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	027a29	N/A	N/A	ní issíansib spiritáldib móiti	not in spiritual senses does he pride himself	móiti	does he pride himself	móiti	does he pride himself	3sg.masc.Suffixed_Pronoun	PRON-OBJ	moídid	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	031b14	N/A	N/A	nosmoidet iscéláib et senchassaib recto et geintlecte	i.e. they boast themselves in tales and old stories of the Law and of heathenism.	nosmoidet iscéláib et senchassaib recto et geintlecte	they boast themselves in tales and old stories of the Law and of heathenism	nosmoidet	they boast themselves	3pl.Infixed_Pronoun	PRON-OBJ	moídid	-	3pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Ml.	062a12	N/A	S0006-3891	nundat moide	that you boast.	nundat moide	that you boast <yourself>	nundat moide	that you boast <yourself>	2sg.Infixed_Pronoun	PRON-OBJ	moídid	-	2sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
